TEXTO,SECTOR,MARCA,CANAL,AWARENESS,EVALUATION,PURCHASE,POSTPURCHASE,NC2
Me gustó un video de @YouTube https://t.co/gCECUW0c84 IKEA + TARGET HAUL!! HOME DECOR SHOPPING!!,RETAIL,IKEA,Microblog,1,0,0,0,0
Me gustó un video de @YouTube https://t.co/gf5TKWUw9G 24 HORAS EN IKEA RETO,RETAIL,IKEA,Microblog,1,0,0,0,0
Me ha gustado un vídeo de @YouTube (https://t.co/5IZsw35aMF - NOVEDAD MERCADONA FEBRERO 2017: CEPILLO FACIAL ELECTRÓNICO).,RETAIL,MERCADONA,Microblog,1,0,0,0,0
Me ha gustado un vídeo de @YouTube (https://t.co/FRUXnRUJev - COMPRA SEMANAL MERCADONA Y TRUCO DE COCINA/ TIP).,RETAIL,MERCADONA,Microblog,1,0,0,0,0
Me ha gustado un vídeo de @YouTube (https://t.co/krKRCdHkz5 - 24 HORAS EN IKEA RETO).,RETAIL,IKEA,Microblog,1,0,0,0,0
Me ha gustado un vídeo de @YouTube (https://t.co/WBdwRbZ2ca - COMPRA SEMANAL MERCADONA Y TRUCO DE COCINA/ TIP).,RETAIL,MERCADONA,Microblog,1,0,0,0,0
Me ha gustado un vídeo de @YouTube (https://t.co/zKjNk20RE5 - 24 HORAS EN IKEA RETO).,RETAIL,IKEA,Microblog,1,0,0,0,0
Me ha gustado un vídeo de @YouTube de @dearmakeupdiary (https://t.co/GTUcxhOIK4 - LO QUE NOS TRAJO IKEA | Mi Rincón de Maquillaje).,RETAIL,IKEA,Microblog,1,0,0,0,0
Me ha gustado un vídeo de @YouTube de @nuri_games (https://t.co/2MhHeAi3rP - NuriGames la lía en el Mediamarkt y come bajo la,RETAIL,MEDIAMARKT,Microblog,1,0,0,0,0
Me he comprado el chopped veggie del mercadona y está boeno,RETAIL,MERCADONA,Microblog,0,1,0,1,0
Me he enamorado de las cestas carbonara del horno de Mercadona 💚💙,RETAIL,MERCADONA,Microblog,0,1,0,0,0
"Me la suda Armani, me la suda Dior, llevo las chancletas marca Decathlon 💀🔥🔥💀
#nigga #madakas… https://t.co/F4vSxtsUWG",RETAIL,DECATHLON,Microblog,0,0,0,0,1
"Me pregunto en qué momento he dejado de estudiar sucesiones y llevo 4 minutos de un vídeo de ""Favoritos Mercadona Enero 2017"" en YouTube",RETAIL,MERCADONA,Microblog,0,0,0,0,1
Me queda el consuelo de que los alcampo-carrefour-mercadonas-lidlt-etc.. no nos hayan llenado los lineales de marmotas. ¡Ya está bien!,RETAIL,MERCADONA,Microblog,0,0,0,0,1
"me sobran marco,sergio y emma,son tres muebles de ikea",RETAIL,IKEA,Microblog,0,0,0,0,1
Me tengo que llevar La Maleta para un fin de semana porque mi madre solo es feliz comprándome cosas. En Ikea. EN BARCELONA.,RETAIL,IKEA,Microblog,0,0,0,0,1
"Me voy a celebrar mi cumpleaños a IKEA.
Srsly, estoy de camino.",RETAIL,IKEA,Microblog,0,0,0,0,1
ME VOY AL IKEA NECESITO UNO,RETAIL,IKEA,Microblog,0,0,0,0,1
Menos mal que este sábado hay verbena y voy a dejar sin existencias de vodka al mercadona,RETAIL,MERCADONA,Microblog,0,0,0,0,1
Mercadona busca la fórmula ideal para reinar en la venta de carne https://t.co/DWNMB5rjdE via @GranConsumoTv,RETAIL,MERCADONA,Microblog,0,0,0,0,1
"Mercadona cambia su modelo de venta de carne | Perú Retail Noticias, Capacitación, Entrevistas, Investigaciones https://t.co/bkwNuFIZPT",RETAIL,MERCADONA,Microblog,0,0,0,0,1
Mercadona da otra vuelta de tuerca a su modelo de venta de carne https://t.co/03luqtF0lC,RETAIL,MERCADONA,Microblog,0,0,0,0,1
Mercadona ha vuelto a demostrar que es la verdadera élite. https://t.co/1lRkZF1H78,RETAIL,MERCADONA,Microblog,0,0,0,0,1
"Mercadona Hacendado ,PP Ciudadanos.",RETAIL,MERCADONA,Microblog,0,0,0,0,1
"Mercadona presume de no promocionarse con anuncios y publicidad, pero luego están estas cosas. https://t.co/eawou1lXdl",RETAIL,MERCADONA,Microblog,1,0,0,0,0
Mercadona renovará 25 supermercados en Andalucía este año - Mario Morata empezó a trabajar en el primer superme... https://t.co/M8iRZFkYeG,RETAIL,MERCADONA,Microblog,0,0,0,0,1
Mercadona se carga al carnicero - Bilbaohiria https://t.co/g7SgCxxzow,RETAIL,MERCADONA,Microblog,0,0,0,0,1
Mercadoooona mercadona.,RETAIL,MERCADONA,Microblog,0,0,0,0,1
METETE LA HELADERA EN EL CULO CARREFOUR ME VINISTE AFANANDO TODOS ESTOS AÑOS Y AHORA QUERES QUE PIENSE QUE SOS BUEN… https://t.co/gphn9YpjsD,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Mi esponja de baño del ikea vivirá mas que yo. Lololol,RETAIL,IKEA,Microblog,0,0,0,0,1
"mi jefa: va a llegar un uber con unas cositas de topshop
aka cuatro bolsas de ikea llenas de ropa que tengo que llevar sola lmao",RETAIL,IKEA,Microblog,0,0,0,0,1
Mi madre en Decathlon preguntando si las zapatillas que tiene en la mano son para pronadores es la definición de problema del primer mundo.,RETAIL,DECATHLON,Microblog,0,0,0,0,1
"Mi madre: voy al ikea ¿vienes? 

Lo que digo: Claro, voy y así te ayudo.

Por lo que realmente voy: https://t.co/nC9QrVwYWn",RETAIL,IKEA,Microblog,0,0,0,0,1
mi padre dice de ir mañana después de clase a madrid porque tiene que comprar una cosa y luego igual ir a ikea !!!!!!!!!,RETAIL,IKEA,Microblog,0,0,0,0,1
"Mi padre me ha dicho que ha comprado empanada de mercadona porque sabe que me gusta pero a la vez me sigue ofreciendo chicles de menta 
Meh",RETAIL,MERCADONA,Microblog,0,0,0,0,1
"mierda, tengo botellas de la Cola del mercadona, ya no puedo hacerlo mecachis https://t.co/Ih0MjbXCp0",RETAIL,MERCADONA,Microblog,0,0,0,0,1
Mira #Sergio no te lleves los méritos🏅🏅de q por ti ha hablado Aida con Marco #Segundon!! No seas mete mierda anda #ikea  #VIPdirecto,RETAIL,IKEA,Microblog,0,0,0,0,1
"Mirando Tinder. 
- Tío, mira esta: 'Adoro los días de lluvia con peli y mantita'.
- Joder, Ikea se tiene que estar forrando a vender mantas.",RETAIL,IKEA,Microblog,0,0,0,0,1
"Mosiri Cabezas abandona Telefónica para liderar la estrategia digital de Ikea Tras casi 20 años en Telefónica, Mos… https://t.co/NBu6DHHz7V",RETAIL,IKEA,Microblog,0,0,0,0,1
"Mosiri Cabezas, nueva directora de Estrategia Digital de IKEA Ibérica. @IKEASpain 
https://t.co/jnIPusotTr https://t.co/qt1zC7jsQw",RETAIL,IKEA,Microblog,0,0,0,0,1
muchas gracias mercadona,RETAIL,MERCADONA,Microblog,0,0,0,0,1
"Muebles catálogo ikea: Alejandro, Emma, Sergio e  Ivonne #Gala6GHVIP5 #VipDirecto",RETAIL,IKEA,Microblog,0,0,0,0,1
"Muy mal hecho.
@Mercadona saca a Lacasitos de su lineal https://t.co/32Cx7jbfva vía @voz_populi",RETAIL,MERCADONA,Microblog,1,0,0,0,0
Nah rosca del mercadona quemada jajaja bueno a cenar😋 https://t.co/V3R5jAv13w,RETAIL,MERCADONA,Microblog,0,0,0,0,1
necesito que alguien me acompañe al carrefour pq me encapriche con mi cheesecake,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Ni nocilla ni nutela a mi me gustaba la del mercadona que era blanca y negra,RETAIL,MERCADONA,Microblog,0,1,0,0,0
No como la del mercadona que llevaba trazas de huevo y noseque,RETAIL,MERCADONA,Microblog,0,1,0,0,0
No compréis perros en ikea.. De nada Jajajajaja https://t.co/L1o4neVUYW,RETAIL,IKEA,Microblog,0,0,0,0,1
No da ir al Carrefour solo,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
No sé qué pasa hoy en el mercadona: hay un montón de padres con sus bebés y yo muero de amor 😍😊,RETAIL,MERCADONA,Microblog,0,0,0,0,1
"No, es que nosotres nos enamoramos de sillas del Ikea https://t.co/aL40vEVp3T",RETAIL,IKEA,Microblog,0,0,0,0,1
"No, pero ahora en serio, Ikea es un nombre de mujer sueca bonito. Yo llamaría a mi hija así.",RETAIL,IKEA,Microblog,0,0,0,0,1
Norma necesita tu ayuda! #carrefourarg Este es su reclamo: https://t.co/HGX481xnal #Queja via @tuQuejaSuma,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Nuevo post Cocinita NYBAKAD: la mini cocina de juguete de Ikea a un precio low cost https://t.co/4DtA1Q7iLC de https://t.co/yRN5n1FKxN en…,RETAIL,IKEA,Microblog,0,0,0,0,1
"Nunca volvi a ser la misma desde que me dijeron que el logo de Carrefour es una C y no dos flechitas, esa ilusion óptica no se las robo",RETAIL,CARREFOUR,Microblog,0,0,0,0,1
"Odio ir a comprar a IKEA, siempre pasa algo. SIEMPRE!!!",RETAIL,IKEA,Microblog,0,0,0,0,1
"Ola europea contra la panga: DIA y Lidl la mantendrán, Mercadona o Alcampo no dicen nada https://t.co/IJ0T4EEQsl",RETAIL,ALCAMPO,Microblog,0,0,0,0,1
Ooootra con el pircing!! Les regalan en el carrefour?? #FirstDates249,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
"Ordenado mínimo de 625€ no Ikea?
«CHULOS»",RETAIL,IKEA,Microblog,0,0,0,0,1
"Oye, @Mercadona mañana acabo los exámenes, aviso para que haya subsistencias suficientes de sherinton",RETAIL,MERCADONA,Microblog,0,0,0,0,1
Paloma nos contó que iba clase de ingles y cada vez que decían Careful ella estaba segura que hablaban del Carrefour,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
"—Papá, ¿qué es una secuela?
—Pues cuando vamos al Mercadona y hay que pasar por caja, tu abuela siempre secuela.
—Gracias papi.
—A mandar.",RETAIL,MERCADONA,Microblog,0,0,0,0,1
Para los neoliberales si no hay una  #RentaBasica y No circula el dinero escepto para la banca¿quien cojones va a comprar en los MERCADONA?,RETAIL,MERCADONA,Microblog,0,0,0,0,1
"Parece un iglú del IKEA 😁
#SextaNocheEH",RETAIL,IKEA,Microblog,0,0,0,0,1
Pero esto es verdad o es un helado del mercadona https://t.co/FpeaqpUEW5,RETAIL,MERCADONA,Microblog,0,0,0,0,1
Pero Ikea no es Sueca? #ArribasLasManos cuak https://t.co/U1nXIw4kQO,RETAIL,IKEA,Microblog,0,0,0,0,1
"PERSONAL DE SUPERMERCADO - Mercadona - Majadahonda, Madrid https://t.co/LDMIuEPhfK",RETAIL,MERCADONA,Microblog,0,0,0,0,1
"Pido uno de estos dos deseos:
O todas las sabanas con gomas del ikea
O el superpoder de las madres de montar la cama y hacerla inamovible 🤐",RETAIL,IKEA,Microblog,0,0,0,0,1
Piso zona alcampo totalmente equipado #Granada #tablondeanuncios https://t.co/UO0jcMWkS3 https://t.co/EXfuEGCpPg,RETAIL,ALCAMPO,Microblog,0,0,0,0,1
polla sabor helado de nubes del mercadona,RETAIL,MERCADONA,Microblog,0,0,0,0,1
"Popopopopo Poker Face ¡esta  maravilla ha llegado a mercadona  por 9,50 euros. A Foreo y… https://t.co/TohnasEugX",RETAIL,MERCADONA,Microblog,0,0,0,0,1
Por favor no me echéis a Aida que da caña y sino parece un catálogo de Ikea 😭 #Gala6GHVIP5,RETAIL,IKEA,Microblog,0,0,0,0,1
porfi que vayamos mañana a madrid que quiero ir a ikea,RETAIL,IKEA,Microblog,0,0,0,0,1
Pq hacéis cruising en los baños de arriba en el centro comercial alcampo almeria pudiendo hacerlo en los del parking que hay menos gente...,RETAIL,ALCAMPO,Microblog,0,0,0,0,1
"Premio al #compromiso y a la innovación: la vivienda para refugiados de Ikea y #ACNUR, mejor diseño de 2016. Gracia… https://t.co/zZRQ3Brv52",RETAIL,IKEA,Microblog,0,0,0,0,1
"probad la marca garden gourmet para sustituir la carne sin perder el sabor, yo la encontré en carrefour💚",RETAIL,CARREFOUR,Microblog,0,1,0,0,0
"Protege tus ojos del sol y disfruta del aire libre. 😀👓

En DECATHLON JEREZ tenemos una amplia gama de gafas. Ven... https://t.co/lZi1TX171T",RETAIL,DECATHLON,Microblog,0,0,0,0,1
Prueban los cambios futuros. Mercadona da otra vuelta de tuerca a su modelo de venta de carne https://t.co/9HpcCqCNmo vía @expansioncom,RETAIL,MERCADONA,Microblog,0,0,0,0,1
Pues haber si @alcampo haber un Hipermercado en Cantabria XD Q solo tenemos Carrefour e Hipercor https://t.co/ydDKrMtxQt,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
"Pues nada, a Aida le queda una semana.
Nunca entenderé la gente que en vez de votar en condiciones, le da una propina a Ikea.
#Gala6GHVIP5",RETAIL,IKEA,Microblog,0,0,0,0,1
Pues yo creo que los refrescos de cola que hay en el Carrefour son bastante más malos que el panga,RETAIL,CARREFOUR,Microblog,0,1,0,0,0
puse Mercadona y palvmbo me miró tipo 😑,RETAIL,MERCADONA,Microblog,0,0,0,0,1
Puto ikea,RETAIL,IKEA,Microblog,0,0,0,0,1
"Puto PPero que asco me das, vete a tomar por culo a Ikea #Gala6GHVIP5",RETAIL,IKEA,Microblog,0,0,0,0,1
"Que alguien me acompañe a Mercadona, pls.",RETAIL,MERCADONA,Microblog,0,0,0,0,1
"Qué astutos estos de IKEA haciendo uso de la palabra ""hacker"" para hablar de sus muebles. https://t.co/2mhXa3spQq",RETAIL,IKEA,Microblog,0,0,0,0,1
Que bajonaso es hacer compras en el Carrefour,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Que bien lo he pasado en el CARREFOUR https://t.co/UNS0Y1D1hv,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Qué buenos están lo cereales esos rellenos de chocolate de mercadona,RETAIL,MERCADONA,Microblog,0,0,0,0,1
"Qué casualidad que ""cuaje"" la relación entre Ivonne y Sergio después que le cuenten lo del papi (¿montaje grabado en Ikea?) #Gala6GHVIP5",RETAIL,IKEA,Microblog,0,0,0,0,1
Que dice Carrefour que retira el panga de la venta por razones medioambientales. Bolsa de plástico 5 céntimos.,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Que esta semana de dos veces que he ido a carrefour se habían agotado.,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
"Que ganas de complicar las cosas, una app que tiene mi padre puestas en el carrefour no lo puedo solucionar hasta mañana.",RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Que linda que era la cajera de carrefour todos lo días voy a ir a comprar ahora,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Que mal me cae el Ikea de Sergio #VIPDirecto #GHVIPDirecto,RETAIL,IKEA,Microblog,0,0,0,0,1
"Que maravilla!!
Enhorabuena @IKEA https://t.co/n9Qt6LmygS",RETAIL,IKEA,Microblog,0,0,0,0,1
"Que no se me olvide comprar mañana condones del Mercadona, que he quedado con una celíaca.",RETAIL,MERCADONA,Microblog,0,0,0,0,1
Que pasa con los yogures chavales? No es la primera vez que me pasa ya @Mercadona https://t.co/ezXuMZuna0,RETAIL,MERCADONA,Microblog,0,0,0,0,1
Que pedo de donde salió tanta gente ?? Jamás me había engentado tanto en Carrefour...,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
"Que razón tienes, mueblaco, si no es por Aída ahora o por la falsa carpeta con Ivonne pasabas cuál silla del Ikea #gala6ghvip5 #vipdirecto",RETAIL,IKEA,Microblog,0,0,0,0,1
Que sistema de mierda para pagar el de Carrefour,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Que vivan las que van con la bolsa del Mercadona como si fuera la del Zara,RETAIL,MERCADONA,Microblog,0,0,0,0,1
Quemagrasas Mercadona https://t.co/m1tdVDbc8i #quemagrasas #perderpeso #fit,RETAIL,MERCADONA,Microblog,0,0,0,0,1
Quiero bajar al Mercadona a comprar un burn pero la pereza tio,RETAIL,MERCADONA,Microblog,0,0,0,0,1
"quisiera estar en mi cama durmiendo porque me duele la cabeza pero no, estoy en un estacionamiento del carrefour de adrogué puta vida",RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Quizás encuentre al amor de mi vida en el Mercadona,RETAIL,MERCADONA,Microblog,0,0,0,0,1
Rc en estado puro..@IKEA #CorporateResponsibility #responsabilidadcorporativa https://t.co/ZDp77j3sTO,RETAIL,IKEA,Microblog,0,0,0,0,1
"Retail de hoy en Carabanchel, Madrid: Carrefour Aluche & Hipercor Vista Alegre. Arrasando… https://t.co/5YUDgjP6D7",RETAIL,CARREFOUR,Microblog,0,0,0,0,1
"Salvemos entre todos las videoconsolas de muestra de los Carrefour, están siendo maltratadas día tras día https://t.co/gR0imKhtrc",RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Sandisk Cruzer Blade 128 GB https://t.co/yaRmtCoFPp #mediamarkt,RETAIL,MEDIAMARKT,Microblog,0,0,0,0,1
Se buscan ciudades para albergar el próximo Solar Decathlon Europe 2019 #SDE19 ¿Algún voluntario en la sala?… https://t.co/7G6J5sKutG,RETAIL,DECATHLON,Microblog,0,0,0,0,1
"Se desatan las sospechas después de que Carrefour deje de venderlo en España

La empresa esgrime razones medioambi… https://t.co/3kdXdBXVmn",RETAIL,CARREFOUR,Microblog,0,0,0,0,1
"Se me acaba de colar una gitana con todos sus cojones en la cola del mercadona, 1 fav 1 cosa que le quito de la cinta",RETAIL,MERCADONA,Microblog,0,0,0,0,1
"Se me esta acabando el exfoliante de Mercadona y pienso en reponerlo, en serio.¡Como hidrata!-> https://t.co/N7wyoxOZBu mi post🙌🏻! #Sales 💧",RETAIL,MERCADONA,Microblog,0,1,0,0,0
—Se va a buscar mantas en el ikea.,RETAIL,IKEA,Microblog,0,0,0,0,1
Seguimos con el no desear nada malo pero..ojalá tengas diarrea y te de un ataque de tos en plena cola del Mercadona... 🤞🏼😊,RETAIL,MERCADONA,Microblog,0,0,0,0,1
"Senzza, los bombones que arrasan entre los clientes de Mercadona https://t.co/9lQBvKvPea",RETAIL,MERCADONA,Microblog,0,0,0,0,1
"Sergio, por dios, vuelve al Ikea y haznos un favor a todos. #vipdirecto",RETAIL,IKEA,Microblog,0,0,0,0,1
Si por poco tiene que venir hasta la fábrica nacional de moneda y timbre al Mercadona para verificar que he pagado con un billete verdadero.,RETAIL,MERCADONA,Microblog,0,0,0,0,1
"Si te apasiona el Cross Training en DECATHLON JEREZ tenemos el PUSH UP BARS de Domyos por sólo 7,99€. 💪

Para... https://t.co/2iP5cA9j66",RETAIL,DECATHLON,Microblog,0,0,0,0,1
Side by side IKEA He https://t.co/am8F0cQLp2 https://t.co/42V7wpgvdD,RETAIL,IKEA,Microblog,0,0,0,0,1
Siempre Carrefour tambien Conozco los q le hacen la seguridad entraban contenedores y contenderos muchos en morocho @cliporace,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Siempre es una muy buena noticia que una multinacional de la alimentación como Carrefour deje de distribuir un... https://t.co/3h7640CCge,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Silencio...se prueba: Lista de equivalencias perfumes Mercadona https://t.co/12F6YEhHWT,RETAIL,MERCADONA,Microblog,0,0,0,0,1
Sony Alpha A6000 ha bajado de precio en Mediamarkt https://t.co/l5YYKwyL82,RETAIL,MEDIAMARKT,Microblog,1,0,0,0,0
Sr. @Mercadona muy pero que muy muy feo eso de quitar las PANTERAS ROSAS.... apúntatelo para la proxima actualización,RETAIL,MERCADONA,Microblog,1,0,0,0,0
"Tala indiscriminada de árboles en la #Torrassa, venderán esa madera a #Ikea?",RETAIL,IKEA,Microblog,0,0,0,0,1
"Tarde de ""no pensar"" montando muebles de Ikea 😂😂",RETAIL,IKEA,Microblog,0,0,0,0,1
"Te gusta la #decoracion?, los muebles de Ikea son demasiado sencillos para ti?... No nos pierdas de vista... https://t.co/hnxdwAnj0G 😎👍",RETAIL,IKEA,Microblog,0,0,0,0,1
Te haces mayor cuando tienes el llavero de la tarjeta de puntos del Carrefour,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Te vi en el Carrefour y me pensé que currabas ahí😂😂😂,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Técnico de Calidad: Leroy Merlin España https://t.co/bthPLzjKIb #Destacado #Empleo_RSE https://t.co/pTv4wYSjvk,RETAIL,LEROY MERLIN,Microblog,0,0,0,0,1
"Tendría que ir al Mercadona pero me da una pereza porque está lloviendo...

Y ESO QUE EL MERCADONA ESTÁ AL FINAL DE LA CALLE",RETAIL,MERCADONA,Microblog,0,0,0,0,1
tengo en la mochila  4728295 gofres y un bote de Nutella marca Carrefour,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Tengo ganas de ir a Ikea. Puras gangas.,RETAIL,IKEA,Microblog,0,0,0,0,1
"Tengo para 1,3 días de cola en Carrefour..paso algo hoy? Algo para debatir?",RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Tengo que irme urgente a Carrefour 😒😒😒 https://t.co/6PrhWPmGcC,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
tenía que hacer una compra de 100$ o más en el carrefour para poder pagar las tarjetas y obvio que me compré dos paquetes de pringles,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Terelu Alcampo & Smol Pati & Ron Cacique's Indio https://t.co/h2mwlnukUL,RETAIL,ALCAMPO,Microblog,0,0,0,0,1
"Terelu Alcampo, lloro JAJAJAJAJAJAJAJAJ https://t.co/qjHVhmq9Vj",RETAIL,ALCAMPO,Microblog,0,0,0,0,1
The latest Información diaria : Desde mi atalaya! https://t.co/hsJvJ6QoKd Thanks to @Imanol_Torres #retail #carrefour,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
"Top 3 veces que estuve dado vuelta con @cucaaine:
-En un burger king
-En un carrefour antes de un viaje largo
-Cuando la quedó en un balcón.",RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Trabaja en Carrefour. Apúntate a su Bolsa de Trabajo https://t.co/5JhtIBLChz,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Tú es normal. Trabajas para Mercadona. Si pudiesen te tendrían con una cadena trabajando 24H xD @AntonioNonato28,RETAIL,MERCADONA,Microblog,0,0,0,0,1
Un accidente a la altura del viejo Ikea colapsa la GC-1 en dirección Sur #Telde https://t.co/pkB1qpoXPE,RETAIL,IKEA,Microblog,0,0,0,0,1
Un mercadona 24 horas para ir a comprar chocolate y guacamole,RETAIL,MERCADONA,Microblog,0,0,0,0,1
Un poquito de #Ikea hoy 😇😂💖 @ IKEA España https://t.co/AkSY8AeRWW,RETAIL,IKEA,Microblog,0,0,0,0,1
Una mujer en el mercadona pide a la cajera que revise el cambio porque pensaba que le había dado un billete de 8 euros,RETAIL,MERCADONA,Microblog,0,0,0,0,1
Una pregunta: en la actual temporada de #Cuentame ya había IKEA?,RETAIL,IKEA,Microblog,0,0,0,0,1
Una vivienda para refugiados creada por Ikea gana el premio al mejor proyecto de arquitectura https://t.co/VMMsXNjsA2 vía @sextaNoticias,RETAIL,IKEA,Microblog,0,0,0,0,1
"Una vivienda para refugiados creada por Ikea, el mejor proyecto de arquitectura de 2016 https://t.co/331kraoksU vía @A3Noticias",RETAIL,IKEA,Microblog,0,0,0,0,1
"Vamos a hablar de los mitos.
No existe los unicornios
No hay gluten en mercadona
No existen los programas de hip... https://t.co/PtDiuQYyqT",RETAIL,MERCADONA,Microblog,0,0,0,0,1
"Vamos a ver, estáis alarmados por un presidente racista... vale, vale y los sirios en EU no entran porque no tienen la tarjeta Carrefour no?",RETAIL,CARREFOUR,Microblog,0,0,0,0,1
"Vas al Mercadona con la chistera rosa, se te queda mirando el pescadero y le chistas con desprecio mientras te orinas en su mostrador.",RETAIL,MERCADONA,Microblog,0,0,0,0,1
Vaya decepcion me he llevado con Sergio Ayala .... Anda eres un mueble de ikea junto a tu amiguito Marco Ferri 😡,RETAIL,IKEA,Microblog,0,0,0,0,1
"Vaya estafa de Mercadona. Voy y compro salsa de soja, curry, comino y sal sería buena idea. #Kiev https://t.co/Wej37UxCAs",RETAIL,MERCADONA,Microblog,0,0,0,0,1
"Vendo ""Bicama nuevo ikea"" en Wallapop https://t.co/q8dkvxh7SM",RETAIL,IKEA,Microblog,0,0,0,0,1
"Venga va, ¿quién me acompaña al Mercadona?",RETAIL,MERCADONA,Microblog,0,0,0,0,1
VÍDEO| Así es la casa de Ikea para refugiados que se construye en 4 horas - https://t.co/vaHRu0zTEv … https://t.co/06xH46EyXO,RETAIL,IKEA,Microblog,0,0,0,0,1
"Viendo el atasco de ticketmaster acudí a Carrefour y agotadas .... pero oh! Milagro! Hipercor tenía disponibles, po… https://t.co/eOSAskM41K",RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Viendo lo visto voy a tener que ir a pasearme al MediaMarkt de Vitoria.,RETAIL,MEDIAMARKT,Microblog,0,0,0,0,1
Vine a Ikea y casi me llevo un camino para la mesa. Después me acordé de que soy pobre y mi mesa es una caja.,RETAIL,IKEA,Microblog,0,0,0,0,1
"VIP IRMA AL 27450, los muebles al ikea/tuco... #vipdirecto",RETAIL,IKEA,Microblog,0,0,0,0,1
Viva el mercadona!!! Entrar y eacuchar a @manutenorio !!!! Así si!!!!!,RETAIL,MERCADONA,Microblog,0,0,0,0,1
Vivienda para #refugiados de @IKEA mejor diseño de 2016 https://t.co/cVPunZMNy6,RETAIL,IKEA,Microblog,0,0,0,0,1
VLOG | Ataques de RISA de Gonzalo + Dani se va soltando + Compras en IKEA + CENA con AMIGOS...: https://t.co/Pzz6h5o27Y via @YouTube,RETAIL,IKEA,Microblog,0,0,0,0,1
"Voy a empezar a escribir la nouvelle ""Con Silke en Ikea"". Sobre el fin del sueño hippy a la hora de montar un nidito...",RETAIL,IKEA,Microblog,0,0,0,0,1
Voy a ir más seguido al carrefour😋,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
"Voy a preparar un juego de ""Banda metal o mueble de Ikea"" para la próxima vez que quede con los colegas para echar unas birras",RETAIL,IKEA,Microblog,0,0,0,0,1
"Y pensar que mañana tengo que ir al mercadona, al dentista, limpiar los baños, hacer cosas de clase...",RETAIL,MERCADONA,Microblog,0,0,0,0,1
"Y que dice la EFSA?: Ola europea contra la panga: DIA y Lidl la mantendrán, Mercadona o Alcampo no dicen nada https://t.co/SPGxbloOYR",RETAIL,MERCADONA,Microblog,0,0,0,0,1
"Y tú, Cómo TA?
Yo hasta el mismo coño de Ikea....pero:
HABEMUS COCINA!!!! https://t.co/qgGqVgPwjx",RETAIL,IKEA,Microblog,0,0,0,0,1
Ya lo voy a hacer algún día en Carrefour https://t.co/oL4LBaM6VA,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Ya no habrá panga en la pescadería de Carrefour https://t.co/BkiKwV51VT vía @informativost5,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
"'Ya no se si son ojeras o bolsas del Mercadona, lo que sé es que están ahí por mi vida loca'",RETAIL,MERCADONA,Microblog,0,0,0,0,1
yo con mis guantes :) quien me rompa el corazon directamente antes le rompo toda la cara :) #adidas #decathlon  con… https://t.co/72uzdKswtL,RETAIL,DECATHLON,Microblog,0,0,0,0,1
"Yo, haciendo el recorrido de las 4 cosas que me faltan de Mercadona ebria Vs. yo,  haciendo el mismo recorrido, bor… https://t.co/ZsdE2srpCg",RETAIL,MERCADONA,Microblog,0,0,0,0,1
"👉VIERNES FIESTERO EN REBECA DISCO👈😈
🚌MICROS DESDE👇🚌
➡EST.BOULOGNE (yatay y medrano) 12.30hs
➡CARREFOUR EXPRES 01hs
➡LSRS 1.15

📲📲 1531280914",RETAIL,CARREFOUR,Microblog,0,0,0,0,1
"📦MERCADONA Y AHORRAMAS📦
.
Buenas noches gente!!! Hoy ya tenia que reponer cositas, aunque tengo… https://t.co/ed9pT23IKt",RETAIL,MERCADONA,Microblog,0,0,0,0,1
📰¿Fabrica #IKEA la mejor arquitectura del año? cc @lalli @Mgutierrezalv #RSE https://t.co/PlhkjbQnFe,RETAIL,IKEA,Microblog,0,0,0,0,1
